ФИО,Телефон,Адрес,Дата рождения,Любимое вино
User_672,+79787398964,"Ростов-на-Дону, ул. Пушкинская, 85, кв. 3",1995-04-25,Wine_678
User_307,+79475786479,"Пенза, ул. Ульянова, 17, кв. 21",1973-12-11,Wine_446
User_1319,+79096898710,"Тольятти, ул. Волгоградская, 57, кв. 14",1990-10-22,Wine_60
User_205,+79542331180,"Челябинск, ул. Кирова, 10, кв. 7",1993-11-30,Wine_798
User_1332,+79990792892,"Калуга, ул. Московская, 87, кв. 16",1977-07-11,Wine_648
User_883,+79540785740,"Ростов-на-Дону, ул. Строителей, 55, кв. 7",1982-03-12,Wine_768
User_756,+79606386602,"Псков, ул. Советская, 34, кв. 7",1981-11-03,Wine_94
User_287,+79549581424,"Ульяновск, пр. Ленинский, 13, кв. 7",1997-03-23,Wine_365
User_787,+79992811580,"Самара, ул. Стара-Загора, 92, кв. 13",1997-04-19,Wine_199
User_509,+79670704791,"Новороссийск, ул. Курортная, 51, кв. 15",1988-11-27,Wine_742
User_202,+79235596959,"Барнаул, ул. Ленина, 82, кв. 4",1991-07-15,Wine_814
User_348,+79459683874,"Барнаул, ул. Советская, 65, кв. 32",2003-09-30,Wine_725
User_1238,+79759087550,"Архангельск, ул. Северная, 11, кв. 19",1973-12-11,Wine_896
User_1148,+79683178076,"Каменск-Уральский, ул. Гагарина, 44, кв. 18",1988-07-25,Wine_796
User_1469,+79606086346,"Тольятти, ул. Волгоградская, 57, кв. 14",1979-11-16,Wine_541
User_351,+79072701507,"Воронеж, ул. Свердлова, 59, кв. 3",1988-11-27,Wine_462
User_1189,+79393762804,"Брянск, ул. Толстого, 21, кв. 14",1999-05-11,Wine_70
User_346,+79300284187,"Иваново, ул. Мичурина, 24, кв. 22",1989-05-05,Wine_827
User_317,+79005001849,"Сочи, ул. Пушкина, 76, кв. 12",1988-11-27,Wine_337
User_1340,+79398019669,"Иваново, ул. Мичурина, 24, кв. 22",2003-02-04,Wine_213
Татьяна Михайловна Ромович,+79516272869,"Тверь, ул. Пролетарская, 57, кв. 8",1995-07-18,Wine_950
User_1219,+79493703332,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",1983-03-01,Wine_781
User_482,+79415591611,"Омск, ул. Челюскинцев, 89, кв. 8",1981-11-06,Wine_997
User_273,+79398820316,"Новосибирск, ул. Сибирская, 78, кв. 21",1999-06-06,Wine_60
User_1320,+79557949436,"Екатеринбург, ул. Ленина, 23, кв. 5",1987-11-06,Wine_29
User_1398,+79592752761,"Брянск, ул. Кольцевая, 33, кв. 11",1983-06-06,Wine_78
User_1358,+79998007088,"Волгоград, ул. Сталинградская, 50, кв. 11",1986-06-12,Wine_82
User_430,+79226629421,"Ростов-на-Дону, ул. Пушкинская, 85, кв. 3",1981-03-21,Wine_430
User_1199,+79277746740,"Архангельск, ул. Северная, 11, кв. 19",1981-11-06,Wine_723
User_546,+79909659332,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",1994-05-25,Wine_779
User_1323,+79779753116,"Казань, ул. Баумана, 56, кв. 12",1990-08-04,Wine_636
User_550,+79499741888,"Оренбург, ул. Карла Маркса, 84, кв. 16",1993-09-14,Wine_702
User_561,+79364964903,"Волгоград, ул. Сталинградская, 50, кв. 11",1978-05-15,Wine_385
User_1137,+79054171689,"Пенза, ул. Ульянова, 17, кв. 21",1999-06-06,Wine_770
User_1237,+79626951438,"Красноярск, ул. Мира, 15, кв. 3",1993-04-10,Wine_849
User_208,+79273957769,"Барнаул, ул. Советская, 65, кв. 32",2003-02-04,Wine_562
User_1025,+79605503141,"Сочи, ул. Красная, 59, кв. 21",1992-03-20,Wine_503
User_559,+79729990036,"Курск, ул. Ленина, 43, кв. 28",1993-01-13,Wine_161
User_916,+79286611803,"Хабаровск, пр. Ленинский, 58, кв. 30",1999-02-13,Wine_124
User_1289,+79381284887,"Казань, ул. Баумана, 19, кв. 12",1983-03-01,Wine_960
User_654,+79098654047,"Ставрополь, ул. Ленина, 39, кв. 22",1991-03-14,Wine_766
User_112,+79200762980,"Кострома, ул. Красной Армии, 72, кв. 14",1998-05-16,Wine_650
User_704,+79685610796,"Новосибирск, ул. Дзержинского, 80, кв. 15",1991-01-29,Wine_786
User_871,+79209357159,"Мурманск, пр. Ленина, 52, кв. 5",2001-12-25,Wine_69
User_157,+79358697114,"Набережные Челны, пр. Химиков, 10, кв. 12",1997-04-17,Wine_597
User_734,+79956020467,"Курск, ул. Ленина, 43, кв. 28",1987-02-02,Wine_888
User_867,+79031187331,"Краснодар, ул. Красная, 51, кв. 5",1997-04-17,Wine_340
User_614,+79516704623,"Новосибирск, ул. Сибирская, 78, кв. 21",1983-03-01,Wine_484
User_897,+79723554672,"Новосибирск, ул. Сибирская, 78, кв. 21",2003-09-30,Wine_837
User_1481,+79537887843,"Вологда, ул. Победы, 62, кв. 11",1984-06-13,Wine_183
User_1336,+79292513918,"Иваново, ул. Пушкина, 76, кв. 19",1974-07-24,Wine_261
User_559,+79729990036,"Курск, ул. Ленина, 43, кв. 28",1993-01-13,Wine_565
User_659,+79994952188,"Вологда, ул. Мира, 18, кв. 7",1997-01-09,Wine_108
User_636,+79968008263,"Ижевск, ул. Азина, 42, кв. 9",1985-09-02,Wine_495
User_1246,+79234400072,"Тюмень, ул. Республики, 29, кв. 25",2003-02-04,Wine_389
User_1429,+79387216213,"Тверь, ул. Ленина, 67, кв. 17",1996-08-28,Wine_1000
User_594,+79676543360,"Набережные Челны, пр. Химиков, 10, кв. 12",1985-09-02,Wine_455
User_881,+79563611145,"Новосибирск, ул. Сибирская, 78, кв. 21",1999-02-13,Wine_822
User_1042,+79615013228,"Набережные Челны, пр. Химиков, 9, кв. 3",1990-06-29,Wine_88
User_598,+79904253233,"Ростов-на-Дону, ул. Пушкинская, 85, кв. 3",1993-01-13,Wine_672
User_697,+79592943150,"Тольятти, ул. Ворошилова, 29, кв. 13",1998-05-16,Wine_40
User_952,+79145900314,"Кострома, ул. Московская, 60, кв. 18",1989-05-05,Wine_509
User_1167,+79511759127,"Новосибирск, ул. Сибирская, 78, кв. 21",1972-02-14,Wine_299
Александр Вячеславович Мартельев,+79783532718,"Астрахань, ул. Советская, 75, кв. 9",1996-08-28,Wine_51
User_1099,+79161147884,"Пенза, пр. Победы, 90, кв. 12",1983-03-01,Wine_327
User_119,+79143073046,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",1999-02-13,Wine_180
User_1442,+79732802814,"Екатеринбург, ул. Мичурина, 55, кв. 10",1998-12-07,Wine_965
User_604,+79063132618,"Брянск, ул. Толстого, 21, кв. 14",1993-11-30,Wine_868
User_520,+79530431930,"Казань, ул. Баумана, 19, кв. 12",1983-06-06,Wine_982
User_1042,+79615013228,"Набережные Челны, пр. Химиков, 9, кв. 3",1990-06-29,Wine_493
User_1328,+79365531163,"Оренбург, ул. Карла Маркса, 84, кв. 16",1981-03-21,Wine_229
User_957,+79314590707,"Брянск, пр. Славы, 67, кв. 6",1997-04-22,Wine_427
User_1159,+79751665288,"Казань, пр. Победы, 17, кв. 6",1991-03-14,Wine_310
User_264,+79531668460,"Барнаул, ул. Советская, 65, кв. 32",1998-01-03,Wine_52
Вячеслава Валентиновна Каберне,+79633276290,"Сыктывкар, ул. Ленина, 62, кв. 21",1993-09-14,Wine_861
User_1157,+79244256470,"Белгород, пр. Бульварный, 12, кв. 8",1976-02-02,Wine_365
User_126,+79343453607,"Иваново, ул. Мичурина, 24, кв. 22",2003-09-30,Wine_575
User_1081,+79972365776,"Брянск, пр. Славы, 67, кв. 6",1983-03-01,Wine_68
User_1248,+79118543436,"Курган, ул. Пушкина, 49, кв. 18",1989-02-11,Wine_508
User_499,+79645414787,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",1986-11-21,Wine_220
User_881,+79563611145,"Новосибирск, ул. Сибирская, 78, кв. 21",1999-02-13,Wine_14
User_1487,+79447287138,"Тверь, ул. Пролетарская, 57, кв. 8",1995-07-10,Wine_403
User_203,+79796610472,"Казань, ул. Баумана, 19, кв. 12",1977-07-11,Wine_280
User_252,+79089986784,"Мурманск, пр. Ленина, 52, кв. 5",1973-12-11,Wine_437
User_1433,+79621340171,"Волгоград, ул. Сталинградская, 50, кв. 11",1992-03-20,Wine_293
User_1477,+79497676179,"Москва, ул. Тверская, 12, кв. 34",1994-05-25,Wine_960
User_1400,+79346875597,"Новосибирск, ул. Красный Проспект, 41, кв. 9",1993-04-10,Wine_56
User_727,+79985225487,"Ставрополь, ул. Лермонтова, 34, кв. 18",1978-05-15,Wine_962
User_170,+79120495151,"Саранск, ул. Гагарина, 23, кв. 5",1986-08-16,Wine_990
User_1357,+79308735715,"Набережные Челны, пр. Химиков, 9, кв. 3",1992-12-08,Wine_194
User_538,+79989198506,"Волгоград, ул. Красноармейская, 81, кв. 6",1995-04-25,Wine_246
User_174,+79344449277,"Ульяновск, ул. Ленина, 82, кв. 12",1990-06-29,Wine_705
User_1087,+79983848338,"Ростов-на-Дону, пр. Стачки, 64, кв. 14",1980-12-29,Wine_503
User_1123,+79065591400,"Рязань, ул. Дзержинского, 26, кв. 5",1993-01-13,Wine_452
User_528,+79965663234,"Тула, пр. Ленина, 33, кв. 14",1996-08-28,Wine_613
User_707,+79960487612,"Барнаул, ул. Советская, 65, кв. 32",1980-12-29,Wine_805
User_184,+79042678126,"Омск, ул. Лермонтова, 32, кв. 41",1993-11-30,Wine_579
User_198,+79550316559,"Новосибирск, ул. Дзержинского, 80, кв. 15",1976-02-02,Wine_224
User_969,+79016625343,"Архангельск, ул. Пушкина, 88, кв. 13",1992-03-20,Wine_457
User_113,+79963020507,"Мурманск, пр. Мира, 50, кв. 22",1994-05-25,Wine_920
User_944,+79131011720,"Смоленск, ул. Романова, 25, кв. 19",1997-02-10,Wine_640
User_686,+79183772319,"Рязань, ул. Дзержинского, 26, кв. 5",1998-12-13,Wine_572
User_393,+79908723139,"Пермь, ул. Куйбышева, 98, кв. 10",1986-06-12,Wine_677
User_1413,+79962017546,"Саратов, ул. Гагарина, 92, кв. 22",1994-05-25,Wine_124
User_547,+79811764795,"Пенза, ул. Ульянова, 17, кв. 21",1995-07-18,Wine_219
User_181,+79480823733,"Махачкала, ул. Гагарина, 24, кв. 5",1973-12-11,Wine_623
Юлия Валерьевна Ликерова,+79654708294,"Кострома, ул. Московская, 60, кв. 18",1997-03-23,Wine_577
User_1369,+79273652677,"Сыктывкар, ул. Ленина, 62, кв. 21",1990-08-04,Wine_515
User_1338,+79352962227,"Ульяновск, ул. Ленина, 82, кв. 12",1999-08-12,Wine_592
User_1071,+79685229713,"Мурманск, пр. Мира, 50, кв. 22",1993-01-13,Wine_829
User_865,+79698027767,"Краснодар, ул. Красная, 51, кв. 5",1984-09-05,Wine_237
User_736,+79464324114,"Мурманск, пр. Ленина, 52, кв. 5",1982-03-12,Wine_605
User_777,+79655043463,"Кострома, ул. Красной Армии, 72, кв. 14",1990-10-22,Wine_351
User_108,+79554753347,"Воронеж, ул. Свердлова, 59, кв. 3",1989-05-05,Wine_741
User_122,+79339858164,"Псков, ул. Советская, 34, кв. 7",1998-01-03,Wine_126
User_1011,+79047167312,"Барнаул, ул. Советская, 65, кв. 32",1990-06-29,Wine_683
User_913,+79485821307,"Саратов, ул. Чернышевского, 54, кв. 16",1997-04-22,Wine_905
Галина Павловна Винова,+79005482447,"Волгоград, ул. Сталинградская, 50, кв. 11",1999-08-12,Wine_747
Наталья Дмитриевна Абсентова,+79641296945,"Саранск, ул. Советская, 46, кв. 9",1991-03-14,Wine_198
User_1350,+79924738701,"Ярославль, ул. Волковская, 35, кв. 20",1994-05-20,Wine_419
User_625,+79836792880,"Ульяновск, пр. Ленинский, 13, кв. 7",1982-03-12,Wine_218
User_1227,+79578570167,"Пенза, ул. Ульянова, 17, кв. 21",1998-05-16,Wine_947
User_1230,+79649462615,"Барнаул, ул. Советская, 65, кв. 32",2002-11-25,Wine_864
Константин Павлович Гин,+79545322052,"Барнаул, ул. Ленина, 82, кв. 4",1997-04-22,Wine_673
User_1351,+79433322075,"Ульяновск, пр. Ленинский, 13, кв. 7",1995-07-10,Wine_448
User_780,+79432364252,"Оренбург, ул. Карла Маркса, 84, кв. 16",1983-11-19,Wine_901
User_427,+79028696825,"Кемерово, ул. Красная, 93, кв. 32",1984-06-13,Wine_196
User_523,+79159318018,"Оренбург, ул. Карла Маркса, 84, кв. 16",1973-12-11,Wine_479
User_92,+79032812712,"Курск, ул. Ленина, 43, кв. 28",1980-03-23,Wine_799
User_778,+79765572747,"Иваново, ул. Мичурина, 24, кв. 22",1983-03-01,Wine_61
User_684,+79852471212,"Ульяновск, ул. Ленина, 82, кв. 12",1990-09-16,Wine_624
User_101,+79138672753,"Тюмень, ул. Республики, 29, кв. 25",2001-12-25,Wine_309
User_219,+79151525723,"Орел, ул. Горького, 44, кв. 22",2003-06-09,Wine_969
User_630,+79887378545,"Москва, ул. Арбат, 64, кв. 22",1976-02-02,Wine_6
User_1085,+79702178223,"Каменск-Уральский, ул. Гагарина, 44, кв. 18",1991-07-15,Wine_71
User_647,+79223052920,"Саратов, ул. Гагарина, 92, кв. 22",2002-11-25,Wine_476
User_452,+79279872448,"Омск, ул. Челюскинцев, 89, кв. 8",1980-03-23,Wine_736
User_875,+79091151980,"Москва, ул. Тверская, 12, кв. 34",1996-08-28,Wine_116
User_1330,+79030654603,"Казань, ул. Баумана, 56, кв. 12",1992-12-08,Wine_562
User_1190,+79605128799,"Ростов-на-Дону, ул. Строителей, 55, кв. 7",1990-06-29,Wine_675
User_1039,+79670433994,"Владимир, ул. Дзержинского, 77, кв. 15",1980-03-23,Wine_414
Ольга Валентиновна Абсент,+79175564813,"Курган, ул. Пушкина, 49, кв. 18",1995-07-10,Wine_298
User_196,+79214091550,"Ростов-на-Дону, ул. Пушкинская, 85, кв. 3",1983-11-19,Wine_975
User_103,+79294499033,"Псков, ул. Советская, 34, кв. 7",1978-05-15,Wine_25
User_499,+79645414787,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",1986-11-21,Wine_622
User_1482,+79430927309,"Белгород, пр. Бульварный, 12, кв. 8",1977-07-11,Wine_369
User_1471,+79496599742,"Брянск, ул. Толстого, 21, кв. 14",1992-08-31,Wine_696
User_186,+79854677282,"Оренбург, ул. Карла Маркса, 84, кв. 16",1981-11-06,Wine_115
User_847,+79448480001,"Новороссийск, ул. Курортная, 51, кв. 15",1991-01-29,Wine_202
User_588,+79466623894,"Новороссийск, ул. Курортная, 51, кв. 15",1981-11-03,Wine_690
User_706,+79966008749,"Брянск, ул. Толстого, 21, кв. 14",1986-11-21,Wine_329
